SSID; BSS; RSSI; Kanal; Datum
HFU Open;" ""86:8A:20:0F:32:63""";" ""-80""";" ""6""";" ""18:28:01"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-81""";" ""6""";" ""18:28:04"""
HFU Guest;" ""18:E8:29:ED:30:A7""";" ""-93""";" ""1""";" ""18:28:04"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-49""";" ""6""";" ""18:27:58"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-50""";" ""6""";" ""18:28:01"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-50""";" ""6""";" ""18:28:04"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-93""";" ""1""";" ""18:27:58"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-93""";" ""1""";" ""18:28:01"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-95""";" ""1""";" ""18:28:04"""
HFU Guest;" ""B4:FB:E4:4D:13:1F""";" ""-90""";" ""1""";" ""18:28:01"""
HFU Guest;" ""B4:FB:E4:4D:13:1F""";" ""-90""";" ""1""";" ""18:28:04"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-78""";" ""11""";" ""18:28:01"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-78""";" ""11""";" ""18:28:04"""
;;;;
SSID; BSS; RSSI; Kanal; Datum
;" ""BA:FB:E4:4E:17:84""";" ""-69""";" ""44""";" ""18:28:33"""
;" ""BA:FB:E4:4E:17:84""";" ""-69""";" ""44""";" ""18:28:36"""
;" ""BA:FB:E4:4E:17:84""";" ""-73""";" ""44""";" ""18:28:40"""
;" ""7E:8A:20:0F:32:C3""";" ""-89""";" ""11""";" ""18:28:36"""
;" ""7E:8A:20:0F:32:C3""";" ""-88""";" ""11""";" ""18:28:40"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-88""";" ""36""";" ""18:28:33"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-87""";" ""36""";" ""18:28:36"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-88""";" ""36""";" ""18:28:40"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:28:33"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:28:36"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:28:40"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-74""";" ""44""";" ""18:28:33"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-73""";" ""44""";" ""18:28:36"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-75""";" ""44""";" ""18:28:40"""
;" ""7A:83:C2:70:21:C4""";" ""-90""";" ""1""";" ""18:28:33"""
;" ""7A:83:C2:70:21:C4""";" ""-90""";" ""1""";" ""18:28:36"""
;" ""7A:83:C2:70:21:C4""";" ""-90""";" ""1""";" ""18:28:40"""
;" ""7E:8A:20:0F:32:CB""";" ""-56""";" ""6""";" ""18:28:36"""
;" ""7E:8A:20:0F:32:CB""";" ""-56""";" ""6""";" ""18:28:40"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-85""";" ""36""";" ""18:28:33"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-81""";" ""11""";" ""18:28:33"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-75""";" ""11""";" ""18:28:36"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-76""";" ""11""";" ""18:28:40"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-78""";" ""6""";" ""18:28:33"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-77""";" ""6""";" ""18:28:36"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-77""";" ""6""";" ""18:28:40"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-92""";" ""1""";" ""18:28:36"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-92""";" ""1""";" ""18:28:40"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-70""";" ""1""";" ""18:28:33"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-70""";" ""1""";" ""18:28:36"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-70""";" ""1""";" ""18:28:40"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-89""";" ""11""";" ""18:28:33"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:28:36"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:28:40"""
;" ""7E:8A:20:0F:1C:62""";" ""-85""";" ""36""";" ""18:28:33"""
;" ""7E:8A:20:0F:32:63""";" ""-76""";" ""6""";" ""18:28:40"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-89""";" ""40""";" ""18:28:33"""
HFU Guest;" ""74:83:C2:70:21:C3""";" ""-88""";" ""40""";" ""18:28:40"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-69""";" ""44""";" ""18:28:33"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-71""";" ""44""";" ""18:28:36"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-73""";" ""44""";" ""18:28:40"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-85""";" ""11""";" ""18:28:33"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-88""";" ""11""";" ""18:28:36"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-88""";" ""11""";" ""18:28:40"""
;" ""7E:8A:20:0F:1C:63""";" ""-80""";" ""1""";" ""18:28:33"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-62""";" ""36""";" ""18:28:33"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-60""";" ""36""";" ""18:28:36"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-61""";" ""36""";" ""18:28:40"""
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-85""";" ""1""";" ""18:28:33"""
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-87""";" ""1""";" ""18:28:36"""
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-88""";" ""1""";" ""18:28:40"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-70""";" ""1""";" ""18:28:33"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-70""";" ""1""";" ""18:28:36"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-70""";" ""1""";" ""18:28:40"""
;" ""BA:FB:E4:4D:13:20""";" ""-81""";" ""11""";" ""18:28:33"""
;" ""BA:FB:E4:4D:13:20""";" ""-75""";" ""11""";" ""18:28:36"""
;" ""BA:FB:E4:4D:13:20""";" ""-76""";" ""11""";" ""18:28:40"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-87""";" ""1""";" ""18:28:33"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-54""";" ""6""";" ""18:28:33"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-56""";" ""6""";" ""18:28:36"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-56""";" ""6""";" ""18:28:40"""
HFU Open;" ""86:8A:20:0F:34:37""";" ""-94""";" ""1""";" ""18:28:36"""
HFU Open;" ""86:8A:20:0F:34:37""";" ""-93""";" ""1""";" ""18:28:40"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-88""";" ""40""";" ""18:28:33"""
RIS-Labor;" ""86:83:C2:70:21:C3""";" ""-88""";" ""40""";" ""18:28:40"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-74""";" ""44""";" ""18:28:33"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-73""";" ""44""";" ""18:28:36"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-75""";" ""44""";" ""18:28:40"""
;" ""BA:FB:E4:4D:14:C8""";" ""-89""";" ""11""";" ""18:28:33"""
;" ""BA:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:28:36"""
;" ""BA:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:28:40"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-85""";" ""1""";" ""18:28:33"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-87""";" ""1""";" ""18:28:36"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-88""";" ""1""";" ""18:28:40"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-89""";" ""36""";" ""18:28:33"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-87""";" ""36""";" ""18:28:36"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-87""";" ""36""";" ""18:28:40"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-86""";" ""1""";" ""18:28:33"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-93""";" ""6""";" ""18:28:36"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-93""";" ""6""";" ""18:28:40"""
HFU Open;" ""C2:FB:E4:80:96:DA""";" ""-92""";" ""1""";" ""18:28:33"""
HFU Guest;" ""78:8A:20:0F:1C:62""";" ""-84""";" ""36""";" ""18:28:33"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-87""";" ""44""";" ""18:28:33"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-87""";" ""44""";" ""18:28:36"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-87""";" ""44""";" ""18:28:40"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-78""";" ""6""";" ""18:28:33"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-77""";" ""6""";" ""18:28:36"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-77""";" ""6""";" ""18:28:40"""
;" ""BA:FB:E4:4D:17:84""";" ""-74""";" ""1""";" ""18:28:33"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-74""";" ""44""";" ""18:28:33"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-73""";" ""44""";" ""18:28:36"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-75""";" ""44""";" ""18:28:40"""
HFU Open;" ""86:8A:20:0F:32:C2""";" ""-85""";" ""36""";" ""18:28:33"""
eduroam;" ""BE:FB:E4:84:75:A5""";" ""-93""";" ""6""";" ""18:28:36"""
eduroam;" ""BE:FB:E4:84:75:A5""";" ""-93""";" ""6""";" ""18:28:40"""
eduroam;" ""82:8A:20:0F:34:37""";" ""-93""";" ""1""";" ""18:28:33"""
eduroam;" ""82:8A:20:0F:34:37""";" ""-93""";" ""1""";" ""18:28:36"""
eduroam;" ""82:8A:20:0F:34:37""";" ""-93""";" ""1""";" ""18:28:40"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-85""";" ""1""";" ""18:28:40"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-80""";" ""11""";" ""18:28:33"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-75""";" ""11""";" ""18:28:36"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-75""";" ""11""";" ""18:28:40"""
HFU Open;" ""82:83:C2:70:21:C3""";" ""-88""";" ""40""";" ""18:28:33"""
HFU Open;" ""82:83:C2:70:21:C3""";" ""-88""";" ""40""";" ""18:28:40"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-69""";" ""44""";" ""18:28:33"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-71""";" ""44""";" ""18:28:36"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-73""";" ""44""";" ""18:28:40"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-85""";" ""11""";" ""18:28:33"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-89""";" ""11""";" ""18:28:36"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-88""";" ""11""";" ""18:28:40"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-78""";" ""44""";" ""18:28:33"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-62""";" ""36""";" ""18:28:33"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-60""";" ""36""";" ""18:28:36"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-61""";" ""36""";" ""18:28:40"""
Aula TV.b;" ""FA:8F:CA:30:4C:C8""";" ""-95""";" ""6""";" ""18:28:40"""
;" ""BA:FB:E4:4D:13:1F""";" ""-91""";" ""1""";" ""18:28:33"""
;" ""BA:FB:E4:4D:13:1F""";" ""-88""";" ""1""";" ""18:28:40"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-89""";" ""11""";" ""18:28:33"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:28:36"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:28:40"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-54""";" ""6""";" ""18:28:33"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-56""";" ""6""";" ""18:28:36"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-56""";" ""6""";" ""18:28:40"""
eduroam;" ""7E:83:C2:70:21:C3""";" ""-88""";" ""40""";" ""18:28:33"""
eduroam;" ""7E:83:C2:70:21:C3""";" ""-88""";" ""40""";" ""18:28:40"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-69""";" ""44""";" ""18:28:33"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-71""";" ""44""";" ""18:28:36"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-73""";" ""44""";" ""18:28:40"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-88""";" ""36""";" ""18:28:33"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-87""";" ""36""";" ""18:28:36"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-87""";" ""36""";" ""18:28:40"""
eduroam;" ""82:8A:20:0F:32:C2""";" ""-85""";" ""36""";" ""18:28:33"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-70""";" ""1""";" ""18:28:33"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-70""";" ""1""";" ""18:28:36"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-70""";" ""1""";" ""18:28:40"""
tKonferenzGoogleHome.k;" ""FA:8F:CA:50:85:4B""";" ""-98""";" ""4""";" ""18:28:33"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-90""";" ""1""";" ""18:28:33"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-90""";" ""1""";" ""18:28:36"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-90""";" ""1""";" ""18:28:40"""
;" ""BA:FB:E4:84:75:A5""";" ""-92""";" ""6""";" ""18:28:40"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-88""";" ""36""";" ""18:28:33"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-88""";" ""36""";" ""18:28:36"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-88""";" ""36""";" ""18:28:40"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-59""";" ""36""";" ""18:28:33"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-62""";" ""36""";" ""18:28:36"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-59""";" ""36""";" ""18:28:40"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-78""";" ""6""";" ""18:28:33"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-77""";" ""6""";" ""18:28:36"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-77""";" ""6""";" ""18:28:40"""
eduroam;" ""82:8A:20:0F:32:C3""";" ""-85""";" ""11""";" ""18:28:33"""
;" ""BA:FB:E4:80:96:DA""";" ""-90""";" ""1""";" ""18:28:40"""
;" ""BA:FB:E4:4E:14:C8""";" ""-88""";" ""44""";" ""18:28:40"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-84""";" ""1""";" ""18:28:33"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-85""";" ""1""";" ""18:28:36"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-85""";" ""1""";" ""18:28:40"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-54""";" ""6""";" ""18:28:33"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-56""";" ""6""";" ""18:28:36"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-56""";" ""6""";" ""18:28:40"""
NETGEAR24;" ""B0:7F:B9:84:60:74""";" ""-93""";" ""1""";" ""18:28:33"""
HFU Guest;" ""B4:FB:E4:4D:13:1F""";" ""-85""";" ""1""";" ""18:28:33"""
HFU Guest;" ""B4:FB:E4:4D:13:1F""";" ""-86""";" ""1""";" ""18:28:36"""
HFU Guest;" ""B4:FB:E4:4D:13:1F""";" ""-87""";" ""1""";" ""18:28:40"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-81""";" ""11""";" ""18:28:33"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-75""";" ""11""";" ""18:28:36"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-76""";" ""11""";" ""18:28:40"""
;;;;
SSID; BSS; RSSI; Kanal; Datum
;" ""BA:FB:E4:4E:17:84""";" ""-68""";" ""44""";" ""18:29:22"""
;" ""7E:8A:20:0F:32:C3""";" ""-82""";" ""11""";" ""18:29:18"""
;" ""7E:8A:20:0F:32:C3""";" ""-82""";" ""11""";" ""18:29:22"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-81""";" ""36""";" ""18:29:18"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-81""";" ""36""";" ""18:29:22"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:29:18"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:29:22"""
;" ""7A:83:C2:70:21:C4""";" ""-83""";" ""1""";" ""18:29:18"""
;" ""7A:83:C2:70:21:C4""";" ""-82""";" ""1""";" ""18:29:22"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-72""";" ""44""";" ""18:29:18"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-74""";" ""44""";" ""18:29:22"""
;" ""7E:8A:20:0F:32:CB""";" ""-49""";" ""6""";" ""18:29:18"""
;" ""7E:8A:20:0F:32:CB""";" ""-49""";" ""6""";" ""18:29:22"""
HFU Guest;" ""B4:FB:E4:84:75:A5""";" ""-91""";" ""6""";" ""18:29:18"""
HFU Guest;" ""B4:FB:E4:84:75:A5""";" ""-91""";" ""6""";" ""18:29:22"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-78""";" ""11""";" ""18:29:18"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-78""";" ""11""";" ""18:29:22"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-86""";" ""36""";" ""18:29:18"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-85""";" ""36""";" ""18:29:22"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-80""";" ""6""";" ""18:29:18"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-81""";" ""6""";" ""18:29:22"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-86""";" ""1""";" ""18:29:18"""
HFU Guest;" ""B4:FB:E4:80:96:DA""";" ""-85""";" ""1""";" ""18:29:22"""
eduroam;" ""82:8A:20:0F:1C:63""";" ""-84""";" ""1""";" ""18:29:18"""
eduroam;" ""82:8A:20:0F:1C:63""";" ""-84""";" ""1""";" ""18:29:22"""
;" ""7E:8A:20:0F:32:62""";" ""-81""";" ""36""";" ""18:29:18"""
;" ""7E:8A:20:0F:32:62""";" ""-87""";" ""36""";" ""18:29:22"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-68""";" ""1""";" ""18:29:18"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-71""";" ""1""";" ""18:29:22"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:29:18"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-83""";" ""11""";" ""18:29:22"""
HFU Open;" ""82:83:C2:21:95:67""";" ""-90""";" ""11""";" ""18:29:18"""
HFU Open;" ""82:83:C2:21:95:67""";" ""-91""";" ""11""";" ""18:29:22"""
;" ""7E:8A:20:0F:32:63""";" ""-82""";" ""6""";" ""18:29:18"""
;" ""7E:8A:20:0F:32:63""";" ""-82""";" ""6""";" ""18:29:22"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-75""";" ""9""";" ""18:29:18"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-80""";" ""9""";" ""18:29:22"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-73""";" ""44""";" ""18:29:18"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-68""";" ""44""";" ""18:29:22"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-88""";" ""11""";" ""18:29:18"""
HFU Guest;" ""78:8A:20:0F:32:C3""";" ""-88""";" ""11""";" ""18:29:22"""
;" ""7E:8A:20:0F:1C:63""";" ""-83""";" ""1""";" ""18:29:18"""
;" ""7E:8A:20:0F:1C:63""";" ""-83""";" ""1""";" ""18:29:22"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-64""";" ""36""";" ""18:29:18"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-61""";" ""36""";" ""18:29:22"""
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-91""";" ""1""";" ""18:29:18"""
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-88""";" ""1""";" ""18:29:22"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-68""";" ""1""";" ""18:29:18"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-71""";" ""1""";" ""18:29:22"""
;" ""BA:FB:E4:4D:13:20""";" ""-82""";" ""11""";" ""18:29:18"""
;" ""BA:FB:E4:4D:13:20""";" ""-82""";" ""11""";" ""18:29:22"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-82""";" ""1""";" ""18:29:18"""
HFU Guest;" ""74:83:C2:70:21:C4""";" ""-82""";" ""1""";" ""18:29:22"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-49""";" ""6""";" ""18:29:18"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-54""";" ""6""";" ""18:29:22"""
eduroam;" ""7E:83:C2:21:95:67""";" ""-91""";" ""11""";" ""18:29:18"""
eduroam;" ""7E:83:C2:21:95:67""";" ""-91""";" ""11""";" ""18:29:22"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-72""";" ""44""";" ""18:29:18"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-74""";" ""44""";" ""18:29:22"""
;" ""BA:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:29:18"""
;" ""BA:FB:E4:4D:14:C8""";" ""-84""";" ""11""";" ""18:29:22"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-91""";" ""1""";" ""18:29:18"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-88""";" ""1""";" ""18:29:22"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-80""";" ""36""";" ""18:29:18"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-88""";" ""36""";" ""18:29:22"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-91""";" ""6""";" ""18:29:18"""
HFU Open;" ""C2:FB:E4:84:75:A5""";" ""-91""";" ""6""";" ""18:29:22"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-83""";" ""1""";" ""18:29:18"""
RIS-Labor;" ""86:83:C2:70:21:C4""";" ""-83""";" ""1""";" ""18:29:22"""
HFU Open;" ""C2:FB:E4:80:96:DA""";" ""-85""";" ""1""";" ""18:29:18"""
HFU Open;" ""C2:FB:E4:80:96:DA""";" ""-85""";" ""1""";" ""18:29:22"""
HFU Guest;" ""78:8A:20:0F:1C:62""";" ""-84""";" ""36""";" ""18:29:22"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-80""";" ""6""";" ""18:29:18"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-81""";" ""6""";" ""18:29:22"""
;" ""BA:FB:E4:4D:17:84""";" ""-69""";" ""1""";" ""18:29:18"""
;" ""BA:FB:E4:4D:17:84""";" ""-69""";" ""1""";" ""18:29:22"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-72""";" ""44""";" ""18:29:18"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-72""";" ""44""";" ""18:29:22"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-84""";" ""1""";" ""18:29:18"""
HFU Guest;" ""78:8A:20:0F:1C:63""";" ""-84""";" ""1""";" ""18:29:22"""
eduroam;" ""BE:FB:E4:84:75:A5""";" ""-91""";" ""6""";" ""18:29:18"""
eduroam;" ""BE:FB:E4:84:75:A5""";" ""-91""";" ""6""";" ""18:29:22"""
eduroam;" ""82:8A:20:0F:34:37""";" ""-89""";" ""1""";" ""18:29:18"""
eduroam;" ""82:8A:20:0F:34:37""";" ""-91""";" ""1""";" ""18:29:22"""
HFU Guest;" ""68:D7:9A:68:9B:6C""";" ""-92""";" ""6""";" ""18:29:18"""
HFU Guest;" ""68:D7:9A:68:9B:6C""";" ""-90""";" ""6""";" ""18:29:22"""
;" ""7A:83:C2:21:95:67""";" ""-89""";" ""11""";" ""18:29:18"""
;" ""7A:83:C2:21:95:67""";" ""-89""";" ""11""";" ""18:29:22"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-79""";" ""11""";" ""18:29:18"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-79""";" ""11""";" ""18:29:22"""
eduroam;" ""BE:FB:E4:80:96:DA""";" ""-85""";" ""1""";" ""18:29:18"""
eduroam;" ""BE:FB:E4:80:96:DA""";" ""-85""";" ""1""";" ""18:29:22"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-88""";" ""11""";" ""18:29:18"""
HFU Open;" ""86:8A:20:0F:32:C3""";" ""-88""";" ""11""";" ""18:29:22"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-75""";" ""44""";" ""18:29:18"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-69""";" ""44""";" ""18:29:22"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-63""";" ""36""";" ""18:29:18"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-61""";" ""36""";" ""18:29:22"""
;" ""BA:FB:E4:4D:13:1F""";" ""-94""";" ""1""";" ""18:29:18"""
;" ""BA:FB:E4:4D:13:1F""";" ""-94""";" ""1""";" ""18:29:22"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-83""";" ""1""";" ""18:29:18"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-83""";" ""1""";" ""18:29:22"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-85""";" ""11""";" ""18:29:18"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-85""";" ""11""";" ""18:29:22"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-49""";" ""6""";" ""18:29:18"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-54""";" ""6""";" ""18:29:22"""
eduroam;" ""7E:83:C2:70:21:C3""";" ""-91""";" ""40""";" ""18:29:22"""
